,Date,Visitor,AwayPts,Home,HomePts,Season,Home Wins,Home Losses,Home WinPct,Away Wins,Away Losses,Away WinPct
0,Fri Nov 3 1989,Indiana Pacers,126,Atlanta Hawks,103,1990,0.0,1.0,0.0,1.0,0.0,100.0
1,Fri Nov 3 1989,Milwaukee Bucks,114,Boston Celtics,127,1990,1.0,0.0,100.0,0.0,1.0,0.0
2,Fri Nov 3 1989,Washington Bullets,116,Charlotte Hornets,96,1990,0.0,1.0,0.0,1.0,0.0,100.0
3,Fri Nov 3 1989,Cleveland Cavaliers,119,Chicago Bulls,124,1990,1.0,0.0,100.0,0.0,1.0,0.0
4,Fri Nov 3 1989,Los Angeles Lakers,102,Dallas Mavericks,94,1990,0.0,1.0,0.0,1.0,0.0,100.0
5,Fri Nov 3 1989,New York Knicks,103,Detroit Pistons,106,1990,1.0,0.0,100.0,0.0,1.0,0.0
6,Fri Nov 3 1989,Houston Rockets,88,Los Angeles Clippers,102,1990,1.0,0.0,100.0,0.0,1.0,0.0
7,Fri Nov 3 1989,New Jersey Nets,110,Miami Heat,90,1990,0.0,1.0,0.0,1.0,0.0,100.0
8,Fri Nov 3 1989,Golden State Warriors,106,Phoenix Suns,136,1990,1.0,0.0,100.0,0.0,1.0,0.0
9,Fri Nov 3 1989,Sacramento Kings,96,Portland Trail Blazers,114,1990,1.0,0.0,100.0,0.0,1.0,0.0
10,Fri Nov 3 1989,Minnesota Timberwolves,94,Seattle SuperSonics,106,1990,1.0,0.0,100.0,0.0,1.0,0.0
11,Fri Nov 3 1989,Denver Nuggets,113,Utah Jazz,122,1990,1.0,0.0,100.0,0.0,1.0,0.0
12,Sat Nov 4 1989,Boston Celtics,102,Chicago Bulls,100,1990,0.0,1.0,50.0,2.0,0.0,100.0
13,Sat Nov 4 1989,Phoenix Suns,132,Denver Nuggets,135,1990,1.0,0.0,50.0,0.0,1.0,50.0
14,Sat Nov 4 1989,Houston Rockets,132,Golden State Warriors,105,1990,0.0,2.0,0.0,1.0,0.0,50.0
15,Sat Nov 4 1989,Cleveland Cavaliers,98,Indiana Pacers,106,1990,2.0,0.0,100.0,0.0,2.0,0.0
16,Sat Nov 4 1989,Miami Heat,99,New York Knicks,119,1990,1.0,0.0,50.0,0.0,2.0,0.0
17,Sat Nov 4 1989,New Jersey Nets,111,Orlando Magic,106,1990,0.0,1.0,0.0,2.0,0.0,100.0
18,Sat Nov 4 1989,Milwaukee Bucks,102,Philadelphia 76ers,96,1990,0.0,1.0,0.0,1.0,0.0,50.0
19,Sat Nov 4 1989,Seattle SuperSonics,100,Sacramento Kings,107,1990,1.0,0.0,50.0,0.0,1.0,50.0
20,Sat Nov 4 1989,Los Angeles Lakers,98,San Antonio Spurs,106,1990,1.0,0.0,100.0,0.0,1.0,50.0
21,Sat Nov 4 1989,Detroit Pistons,95,Washington Bullets,93,1990,0.0,1.0,50.0,2.0,0.0,100.0
22,Sun Nov 5 1989,Minnesota Timberwolves,83,Portland Trail Blazers,93,1990,2.0,0.0,100.0,0.0,2.0,0.0
23,Mon Nov 6 1989,New York Knicks,110,Orlando Magic,118,1990,1.0,0.0,50.0,0.0,2.0,33.333333333333336
24,Tue Nov 7 1989,Washington Bullets,118,Atlanta Hawks,114,1990,0.0,2.0,0.0,2.0,0.0,66.66666666666667
25,Tue Nov 7 1989,Detroit Pistons,114,Chicago Bulls,117,1990,2.0,0.0,66.66666666666667,0.0,1.0,66.66666666666667
26,Tue Nov 7 1989,Los Angeles Clippers,94,Golden State Warriors,118,1990,1.0,0.0,33.333333333333336,0.0,1.0,50.0
27,Tue Nov 7 1989,Portland Trail Blazers,86,Houston Rockets,109,1990,2.0,0.0,66.66666666666667,0.0,1.0,66.66666666666667
28,Tue Nov 7 1989,Phoenix Suns,107,Los Angeles Lakers,111,1990,2.0,0.0,66.66666666666667,0.0,2.0,33.333333333333336
29,Tue Nov 7 1989,Boston Celtics,100,Milwaukee Bucks,106,1990,2.0,0.0,66.66666666666667,0.0,1.0,66.66666666666667
30,Tue Nov 7 1989,Miami Heat,83,New Jersey Nets,77,1990,0.0,1.0,66.66666666666667,1.0,0.0,33.333333333333336
31,Tue Nov 7 1989,Dallas Mavericks,94,Sacramento Kings,96,1990,2.0,0.0,66.66666666666667,0.0,2.0,0.0
32,Tue Nov 7 1989,Charlotte Hornets,88,Seattle SuperSonics,128,1990,2.0,0.0,66.66666666666667,0.0,2.0,0.0
33,Wed Nov 8 1989,Orlando Magic,117,Cleveland Cavaliers,110,1990,0.0,3.0,0.0,2.0,0.0,66.66666666666667
34,Wed Nov 8 1989,Sacramento Kings,84,Denver Nuggets,102,1990,2.0,0.0,66.66666666666667,0.0,2.0,50.0
35,Wed Nov 8 1989,Detroit Pistons,74,Indiana Pacers,95,1990,3.0,0.0,100.0,0.0,2.0,50.0
36,Wed Nov 8 1989,Dallas Mavericks,123,Los Angeles Clippers,99,1990,0.0,2.0,33.333333333333336,1.0,0.0,33.333333333333336
37,Wed Nov 8 1989,Chicago Bulls,96,Minnesota Timberwolves,84,1990,0.0,3.0,0.0,3.0,0.0,75.0
38,Wed Nov 8 1989,Miami Heat,91,Philadelphia 76ers,115,1990,1.0,0.0,50.0,0.0,3.0,25.0
39,Wed Nov 8 1989,Portland Trail Blazers,108,San Antonio Spurs,104,1990,0.0,1.0,50.0,3.0,0.0,75.0
40,Wed Nov 8 1989,Charlotte Hornets,86,Utah Jazz,102,1990,2.0,0.0,100.0,0.0,3.0,0.0
41,Wed Nov 8 1989,Boston Celtics,103,Washington Bullets,112,1990,3.0,0.0,75.0,0.0,2.0,50.0
42,Thu Nov 9 1989,Los Angeles Lakers,106,Golden State Warriors,95,1990,0.0,3.0,25.0,3.0,0.0,75.0
43,Thu Nov 9 1989,Denver Nuggets,128,Houston Rockets,127,1990,0.0,2.0,50.0,3.0,0.0,75.0
44,Thu Nov 9 1989,Seattle SuperSonics,154,Milwaukee Bucks,155,1990,3.0,0.0,75.0,0.0,2.0,50.0
45,Thu Nov 9 1989,New Jersey Nets,105,New York Knicks,107,1990,2.0,0.0,50.0,0.0,2.0,50.0
46,Fri Nov 10 1989,Atlanta Hawks,106,Boston Celtics,117,1990,3.0,0.0,60.0,0.0,3.0,0.0
47,Fri Nov 10 1989,Portland Trail Blazers,99,Dallas Mavericks,91,1990,0.0,3.0,25.0,4.0,0.0,80.0
48,Fri Nov 10 1989,Miami Heat,98,Indiana Pacers,102,1990,4.0,0.0,100.0,0.0,4.0,20.0
49,Fri Nov 10 1989,Charlotte Hornets,100,Los Angeles Lakers,106,1990,4.0,0.0,80.0,0.0,4.0,0.0
50,Fri Nov 10 1989,Philadelphia 76ers,118,Minnesota Timberwolves,125,1990,1.0,0.0,25.0,0.0,2.0,33.333333333333336
51,Fri Nov 10 1989,Chicago Bulls,107,New Jersey Nets,117,1990,3.0,0.0,60.0,0.0,2.0,60.0
52,Fri Nov 10 1989,Detroit Pistons,125,Orlando Magic,121,1990,0.0,2.0,50.0,3.0,0.0,60.0
53,Fri Nov 10 1989,Sacramento Kings,109,Phoenix Suns,130,1990,2.0,0.0,50.0,0.0,3.0,40.0
54,Fri Nov 10 1989,San Antonio Spurs,92,Utah Jazz,106,1990,3.0,0.0,100.0,0.0,2.0,33.333333333333336
55,Fri Nov 10 1989,Cleveland Cavaliers,92,Washington Bullets,100,1990,4.0,0.0,80.0,0.0,4.0,0.0
56,Sat Nov 11 1989,Orlando Magic,109,Atlanta Hawks,148,1990,1.0,0.0,25.0,0.0,3.0,40.0
57,Sat Nov 11 1989,Seattle SuperSonics,102,Chicago Bulls,109,1990,4.0,0.0,66.66666666666667,0.0,3.0,40.0
58,Sat Nov 11 1989,Boston Celtics,101,Cleveland Cavaliers,104,1990,1.0,0.0,20.0,0.0,3.0,50.0
59,Sat Nov 11 1989,Charlotte Hornets,104,Golden State Warriors,115,1990,2.0,0.0,40.0,0.0,5.0,0.0
60,Sat Nov 11 1989,Utah Jazz,92,Houston Rockets,100,1990,3.0,0.0,60.0,0.0,1.0,75.0
61,Sat Nov 11 1989,New York Knicks,112,Los Angeles Clippers,111,1990,0.0,3.0,25.0,3.0,0.0,60.0
62,Sat Nov 11 1989,Detroit Pistons,84,Miami Heat,88,1990,2.0,0.0,33.333333333333336,0.0,3.0,50.0
63,Sat Nov 11 1989,Philadelphia 76ers,104,Milwaukee Bucks,96,1990,0.0,2.0,60.0,2.0,0.0,50.0
64,Sat Nov 11 1989,Denver Nuggets,108,San Antonio Spurs,122,1990,2.0,0.0,50.0,0.0,2.0,60.0
65,Sun Nov 12 1989,Dallas Mavericks,98,Los Angeles Lakers,107,1990,5.0,0.0,83.33333333333333,0.0,4.0,20.0
66,Sun Nov 12 1989,Seattle SuperSonics,108,Minnesota Timberwolves,97,1990,0.0,4.0,20.0,3.0,0.0,50.0
67,Sun Nov 12 1989,Washington Bullets,104,Portland Trail Blazers,95,1990,0.0,2.0,66.66666666666667,5.0,0.0,83.33333333333333
68,Mon Nov 13 1989,Atlanta Hawks,112,Orlando Magic,104,1990,0.0,4.0,33.333333333333336,2.0,0.0,40.0
69,Mon Nov 13 1989,Washington Bullets,93,Utah Jazz,106,1990,4.0,0.0,80.0,0.0,2.0,71.42857142857143
70,Tue Nov 14 1989,Philadelphia 76ers,94,Boston Celtics,96,1990,4.0,0.0,57.142857142857146,0.0,3.0,40.0
71,Tue Nov 14 1989,Orlando Magic,116,Charlotte Hornets,130,1990,1.0,0.0,16.666666666666668,0.0,5.0,28.571428571428573
72,Tue Nov 14 1989,Denver Nuggets,121,Los Angeles Clippers,129,1990,2.0,0.0,40.0,0.0,3.0,50.0
73,Tue Nov 14 1989,Houston Rockets,99,Miami Heat,101,1990,3.0,0.0,42.857142857142854,0.0,3.0,50.0
74,Tue Nov 14 1989,San Antonio Spurs,97,Milwaukee Bucks,108,1990,4.0,0.0,66.66666666666667,0.0,3.0,40.0
75,Tue Nov 14 1989,Golden State Warriors,98,Minnesota Timberwolves,101,1990,2.0,0.0,33.333333333333336,0.0,4.0,33.333333333333336
76,Tue Nov 14 1989,Cleveland Cavaliers,103,New Jersey Nets,92,1990,0.0,3.0,50.0,2.0,0.0,33.333333333333336
77,Tue Nov 14 1989,New York Knicks,117,Portland Trail Blazers,118,1990,5.0,0.0,71.42857142857143,0.0,3.0,50.0
78,Tue Nov 14 1989,Chicago Bulls,96,Sacramento Kings,94,1990,0.0,4.0,33.333333333333336,5.0,0.0,71.42857142857143
79,Tue Nov 14 1989,Dallas Mavericks,113,Seattle SuperSonics,109,1990,0.0,4.0,42.857142857142854,2.0,0.0,33.333333333333336
80,Wed Nov 15 1989,New Jersey Nets,92,Boston Celtics,126,1990,5.0,0.0,62.5,0.0,4.0,42.857142857142854
81,Wed Nov 15 1989,Golden State Warriors,104,Cleveland Cavaliers,129,1990,3.0,0.0,42.857142857142854,0.0,5.0,28.571428571428573
82,Wed Nov 15 1989,Washington Bullets,98,Denver Nuggets,109,1990,4.0,0.0,57.142857142857146,0.0,3.0,62.5
83,Wed Nov 15 1989,Miami Heat,94,Detroit Pistons,130,1990,4.0,0.0,57.142857142857146,0.0,5.0,37.5
84,Wed Nov 15 1989,Indiana Pacers,94,Los Angeles Lakers,117,1990,6.0,0.0,85.71428571428571,0.0,1.0,80.0
85,Wed Nov 15 1989,San Antonio Spurs,86,Minnesota Timberwolves,76,1990,0.0,5.0,28.571428571428573,3.0,0.0,50.0
86,Wed Nov 15 1989,Charlotte Hornets,96,Philadelphia 76ers,109,1990,3.0,0.0,50.0,0.0,6.0,14.285714285714286
87,Wed Nov 15 1989,Portland Trail Blazers,107,Phoenix Suns,109,1990,3.0,0.0,60.0,0.0,3.0,62.5
88,Wed Nov 15 1989,Chicago Bulls,107,Utah Jazz,108,1990,5.0,0.0,83.33333333333333,0.0,3.0,62.5
89,Thu Nov 16 1989,Los Angeles Clippers,82,Houston Rockets,94,1990,4.0,0.0,57.142857142857146,0.0,4.0,33.333333333333336
90,Thu Nov 16 1989,Orlando Magic,113,Milwaukee Bucks,132,1990,5.0,0.0,71.42857142857143,0.0,6.0,25.0
91,Thu Nov 16 1989,New York Knicks,121,Sacramento Kings,102,1990,0.0,5.0,28.571428571428573,4.0,0.0,57.142857142857146
92,Thu Nov 16 1989,Washington Bullets,98,Seattle SuperSonics,111,1990,4.0,0.0,50.0,0.0,4.0,55.55555555555556
93,Fri Nov 17 1989,Minnesota Timberwolves,99,Boston Celtics,116,1990,6.0,0.0,66.66666666666667,0.0,6.0,25.0
94,Fri Nov 17 1989,Golden State Warriors,98,Charlotte Hornets,99,1990,2.0,0.0,25.0,0.0,6.0,25.0
95,Fri Nov 17 1989,Atlanta Hawks,125,Cleveland Cavaliers,131,1990,4.0,0.0,50.0,0.0,4.0,33.333333333333336
96,Fri Nov 17 1989,Los Angeles Clippers,105,Dallas Mavericks,122,1990,3.0,0.0,42.857142857142854,0.0,5.0,28.571428571428573
97,Fri Nov 17 1989,Milwaukee Bucks,79,Detroit Pistons,106,1990,5.0,0.0,62.5,0.0,3.0,62.5
98,Fri Nov 17 1989,Denver Nuggets,105,Los Angeles Lakers,119,1990,7.0,0.0,87.5,0.0,4.0,50.0
99,Fri Nov 17 1989,San Antonio Spurs,101,Philadelphia 76ers,108,1990,4.0,0.0,57.142857142857146,0.0,4.0,42.857142857142854
100,Fri Nov 17 1989,Phoenix Suns,109,Portland Trail Blazers,110,1990,6.0,0.0,66.66666666666667,0.0,3.0,50.0
101,Fri Nov 17 1989,Indiana Pacers,100,Utah Jazz,114,1990,6.0,0.0,85.71428571428571,0.0,2.0,66.66666666666667
102,Sat Nov 18 1989,Golden State Warriors,96,Atlanta Hawks,112,1990,3.0,0.0,42.857142857142854,0.0,7.0,22.22222222222222
103,Sat Nov 18 1989,Miami Heat,99,Dallas Mavericks,100,1990,4.0,0.0,50.0,0.0,6.0,33.333333333333336
104,Sat Nov 18 1989,Houston Rockets,111,Denver Nuggets,141,1990,5.0,0.0,55.55555555555556,0.0,4.0,50.0
105,Sat Nov 18 1989,Boston Celtics,86,Detroit Pistons,103,1990,6.0,0.0,66.66666666666667,0.0,4.0,60.0
106,Sat Nov 18 1989,San Antonio Spurs,110,New Jersey Nets,95,1990,0.0,5.0,37.5,4.0,0.0,50.0
107,Sat Nov 18 1989,Minnesota Timberwolves,96,New York Knicks,111,1990,5.0,0.0,62.5,0.0,7.0,22.22222222222222
108,Sat Nov 18 1989,Philadelphia 76ers,103,Orlando Magic,116,1990,3.0,0.0,33.333333333333336,0.0,4.0,50.0
109,Sat Nov 18 1989,Washington Bullets,107,Phoenix Suns,118,1990,4.0,0.0,57.142857142857146,0.0,5.0,50.0
110,Sat Nov 18 1989,Indiana Pacers,102,Sacramento Kings,107,1990,3.0,0.0,37.5,0.0,3.0,57.142857142857146
111,Sat Nov 18 1989,Chicago Bulls,110,Seattle SuperSonics,119,1990,5.0,0.0,55.55555555555556,0.0,4.0,55.55555555555556
112,Sun Nov 19 1989,Miami Heat,94,Houston Rockets,132,1990,5.0,0.0,55.55555555555556,0.0,7.0,30.0
113,Sun Nov 19 1989,Washington Bullets,115,Los Angeles Lakers,120,1990,8.0,0.0,88.88888888888889,0.0,6.0,45.45454545454545
114,Sun Nov 19 1989,Seattle SuperSonics,109,Portland Trail Blazers,119,1990,7.0,0.0,70.0,0.0,5.0,50.0
115,Tue Nov 21 1989,Miami Heat,98,Charlotte Hornets,87,1990,0.0,7.0,22.22222222222222,4.0,0.0,36.36363636363637
116,Tue Nov 21 1989,Dallas Mavericks,95,Denver Nuggets,111,1990,6.0,0.0,60.0,0.0,5.0,44.44444444444444
117,Tue Nov 21 1989,Atlanta Hawks,103,Detroit Pistons,96,1990,0.0,4.0,60.0,4.0,0.0,50.0
118,Tue Nov 21 1989,Boston Celtics,111,Indiana Pacers,119,1990,5.0,0.0,62.5,0.0,5.0,54.54545454545455
119,Tue Nov 21 1989,Utah Jazz,103,Minnesota Timberwolves,101,1990,0.0,8.0,20.0,7.0,0.0,87.5
120,Tue Nov 21 1989,Houston Rockets,106,New York Knicks,114,1990,6.0,0.0,66.66666666666667,0.0,5.0,50.0
121,Tue Nov 21 1989,Chicago Bulls,110,Portland Trail Blazers,121,1990,8.0,0.0,72.72727272727273,0.0,5.0,50.0
122,Tue Nov 21 1989,Orlando Magic,115,Sacramento Kings,113,1990,0.0,6.0,33.333333333333336,4.0,0.0,40.0
123,Tue Nov 21 1989,Phoenix Suns,98,San Antonio Spurs,107,1990,5.0,0.0,55.55555555555556,0.0,4.0,50.0
124,Tue Nov 21 1989,New Jersey Nets,84,Seattle SuperSonics,114,1990,6.0,0.0,54.54545454545455,0.0,6.0,33.333333333333336
125,Tue Nov 21 1989,Milwaukee Bucks,91,Washington Bullets,97,1990,6.0,0.0,50.0,0.0,4.0,55.55555555555556
126,Wed Nov 22 1989,Houston Rockets,97,Boston Celtics,109,1990,7.0,0.0,58.333333333333336,0.0,6.0,45.45454545454545
127,Wed Nov 22 1989,New York Knicks,85,Cleveland Cavaliers,97,1990,5.0,0.0,55.55555555555556,0.0,4.0,60.0
128,Wed Nov 22 1989,Sacramento Kings,109,Golden State Warriors,133,1990,3.0,0.0,30.0,0.0,7.0,30.0
129,Wed Nov 22 1989,New Jersey Nets,97,Los Angeles Clippers,106,1990,3.0,0.0,37.5,0.0,7.0,30.0
130,Wed Nov 22 1989,Philadelphia 76ers,113,Miami Heat,103,1990,0.0,8.0,33.333333333333336,5.0,0.0,55.55555555555556
131,Wed Nov 22 1989,Atlanta Hawks,100,Milwaukee Bucks,118,1990,6.0,0.0,60.0,0.0,5.0,44.44444444444444
132,Wed Nov 22 1989,Denver Nuggets,96,Minnesota Timberwolves,93,1990,0.0,9.0,18.181818181818183,7.0,0.0,63.63636363636363
133,Wed Nov 22 1989,Chicago Bulls,95,Phoenix Suns,90,1990,0.0,5.0,44.44444444444444,6.0,0.0,54.54545454545455
134,Wed Nov 22 1989,Orlando Magic,119,Utah Jazz,97,1990,0.0,2.0,77.77777777777777,5.0,0.0,45.45454545454545
135,Fri Nov 24 1989,Indiana Pacers,118,Boston Celtics,111,1990,0.0,6.0,53.84615384615385,6.0,0.0,66.66666666666667
136,Fri Nov 24 1989,Houston Rockets,85,Charlotte Hornets,81,1990,0.0,8.0,20.0,6.0,0.0,50.0
137,Fri Nov 24 1989,Minnesota Timberwolves,89,Dallas Mavericks,99,1990,5.0,0.0,50.0,0.0,10.0,16.666666666666668
138,Fri Nov 24 1989,Seattle SuperSonics,109,Denver Nuggets,122,1990,8.0,0.0,66.66666666666667,0.0,6.0,50.0
139,Fri Nov 24 1989,Cleveland Cavaliers,82,Detroit Pistons,101,1990,7.0,0.0,63.63636363636363,0.0,5.0,50.0
140,Fri Nov 24 1989,San Antonio Spurs,90,Los Angeles Clippers,89,1990,0.0,6.0,33.333333333333336,6.0,0.0,60.0
141,Fri Nov 24 1989,Atlanta Hawks,103,Miami Heat,87,1990,0.0,9.0,30.76923076923077,5.0,0.0,50.0
142,Fri Nov 24 1989,Washington Bullets,108,Philadelphia 76ers,121,1990,6.0,0.0,60.0,0.0,7.0,46.15384615384615
143,Fri Nov 24 1989,Orlando Magic,94,Phoenix Suns,121,1990,5.0,0.0,50.0,0.0,7.0,41.666666666666664
144,Fri Nov 24 1989,New Jersey Nets,99,Portland Trail Blazers,125,1990,9.0,0.0,75.0,0.0,8.0,27.272727272727273
145,Sat Nov 25 1989,Boston Celtics,100,Atlanta Hawks,108,1990,6.0,0.0,54.54545454545455,0.0,7.0,50.0
146,Sat Nov 25 1989,Minnesota Timberwolves,73,Charlotte Hornets,81,1990,3.0,0.0,27.272727272727273,0.0,11.0,15.384615384615385
147,Sat Nov 25 1989,Houston Rockets,85,Cleveland Cavaliers,75,1990,0.0,6.0,45.45454545454545,7.0,0.0,53.84615384615385
148,Sat Nov 25 1989,Seattle SuperSonics,117,Dallas Mavericks,70,1990,0.0,6.0,45.45454545454545,7.0,0.0,53.84615384615385
149,Sat Nov 25 1989,Chicago Bulls,104,Golden State Warriors,91,1990,0.0,8.0,27.272727272727273,7.0,0.0,58.333333333333336
150,Sat Nov 25 1989,Philadelphia 76ers,111,Indiana Pacers,103,1990,0.0,4.0,60.0,7.0,0.0,63.63636363636363
151,Sat Nov 25 1989,Milwaukee Bucks,108,New York Knicks,125,1990,7.0,0.0,63.63636363636363,0.0,5.0,54.54545454545455
152,Sat Nov 25 1989,New Jersey Nets,98,Sacramento Kings,112,1990,4.0,0.0,36.36363636363637,0.0,9.0,25.0
153,Sat Nov 25 1989,Los Angeles Lakers,92,Utah Jazz,86,1990,0.0,3.0,70.0,9.0,0.0,90.0
154,Sat Nov 25 1989,Miami Heat,88,Washington Bullets,107,1990,7.0,0.0,50.0,0.0,10.0,28.571428571428573
155,Sun Nov 26 1989,Chicago Bulls,96,Los Angeles Clippers,120,1990,4.0,0.0,40.0,0.0,6.0,53.84615384615385
156,Sun Nov 26 1989,San Antonio Spurs,112,Los Angeles Lakers,132,1990,10.0,0.0,90.9090909090909,0.0,5.0,54.54545454545455
157,Sun Nov 26 1989,Detroit Pistons,82,Portland Trail Blazers,102,1990,10.0,0.0,76.92307692307692,0.0,5.0,58.333333333333336
158,Mon Nov 27 1989,Indiana Pacers,101,Milwaukee Bucks,97,1990,0.0,6.0,50.0,7.0,0.0,63.63636363636363
159,Mon Nov 27 1989,Charlotte Hornets,108,New York Knicks,119,1990,8.0,0.0,66.66666666666667,0.0,9.0,25.0
160,Mon Nov 27 1989,New Jersey Nets,68,Utah Jazz,105,1990,8.0,0.0,72.72727272727273,0.0,10.0,23.076923076923077
161,Tue Nov 28 1989,Atlanta Hawks,98,Chicago Bulls,113,1990,8.0,0.0,57.142857142857146,0.0,6.0,50.0
162,Tue Nov 28 1989,Washington Bullets,91,Cleveland Cavaliers,92,1990,6.0,0.0,50.0,0.0,8.0,46.666666666666664
163,Tue Nov 28 1989,Golden State Warriors,120,Denver Nuggets,141,1990,9.0,0.0,69.23076923076923,0.0,9.0,25.0
164,Tue Nov 28 1989,Los Angeles Lakers,104,Houston Rockets,110,1990,8.0,0.0,57.142857142857146,0.0,2.0,83.33333333333333
165,Tue Nov 28 1989,Miami Heat,99,Orlando Magic,104,1990,6.0,0.0,46.15384615384615,0.0,11.0,26.666666666666668
166,Tue Nov 28 1989,Los Angeles Clippers,94,Portland Trail Blazers,116,1990,11.0,0.0,78.57142857142857,0.0,7.0,36.36363636363637
167,Tue Nov 28 1989,Detroit Pistons,93,Sacramento Kings,81,1990,0.0,8.0,33.333333333333336,8.0,0.0,61.53846153846154
168,Tue Nov 28 1989,Seattle SuperSonics,104,San Antonio Spurs,117,1990,7.0,0.0,58.333333333333336,0.0,7.0,50.0
169,Wed Nov 29 1989,Charlotte Hornets,83,Dallas Mavericks,102,1990,6.0,0.0,50.0,0.0,10.0,23.076923076923077
170,Wed Nov 29 1989,New York Knicks,129,Golden State Warriors,111,1990,0.0,10.0,23.076923076923077,9.0,0.0,69.23076923076923
171,Wed Nov 29 1989,Utah Jazz,88,Indiana Pacers,100,1990,8.0,0.0,66.66666666666667,0.0,4.0,66.66666666666667
172,Wed Nov 29 1989,Milwaukee Bucks,117,Los Angeles Clippers,103,1990,0.0,8.0,33.333333333333336,7.0,0.0,53.84615384615385
173,Wed Nov 29 1989,Minnesota Timberwolves,105,Miami Heat,100,1990,0.0,12.0,25.0,3.0,0.0,21.428571428571427
174,Wed Nov 29 1989,Boston Celtics,118,New Jersey Nets,95,1990,0.0,11.0,21.428571428571427,8.0,0.0,53.333333333333336
175,Wed Nov 29 1989,Cleveland Cavaliers,84,Philadelphia 76ers,114,1990,8.0,0.0,66.66666666666667,0.0,7.0,46.15384615384615
176,Wed Nov 29 1989,Detroit Pistons,111,Phoenix Suns,103,1990,0.0,6.0,45.45454545454545,9.0,0.0,64.28571428571429
177,Wed Nov 29 1989,Atlanta Hawks,111,Washington Bullets,104,1990,0.0,9.0,43.75,7.0,0.0,53.84615384615385
178,Thu Nov 30 1989,Milwaukee Bucks,102,Denver Nuggets,103,1990,10.0,0.0,71.42857142857143,0.0,7.0,50.0
179,Thu Nov 30 1989,Charlotte Hornets,101,Houston Rockets,113,1990,9.0,0.0,60.0,0.0,11.0,21.428571428571427
180,Thu Nov 30 1989,Minnesota Timberwolves,96,Orlando Magic,103,1990,7.0,0.0,50.0,0.0,12.0,20.0
181,Thu Nov 30 1989,Los Angeles Lakers,109,Sacramento Kings,93,1990,0.0,9.0,30.76923076923077,11.0,0.0,84.61538461538461
182,Thu Nov 30 1989,Dallas Mavericks,89,San Antonio Spurs,93,1990,8.0,0.0,61.53846153846154,0.0,7.0,46.15384615384615
183,Thu Nov 30 1989,New York Knicks,122,Seattle SuperSonics,127,1990,8.0,0.0,53.333333333333336,0.0,5.0,64.28571428571429
184,Fri Dec 1 1989,Utah Jazz,103,Atlanta Hawks,114,1990,8.0,0.0,57.142857142857146,0.0,5.0,61.53846153846154
185,Fri Dec 1 1989,Cleveland Cavaliers,89,Boston Celtics,102,1990,9.0,0.0,56.25,0.0,8.0,42.857142857142854
186,Fri Dec 1 1989,Orlando Magic,110,Indiana Pacers,125,1990,9.0,0.0,69.23076923076923,0.0,8.0,46.666666666666664
187,Fri Dec 1 1989,Detroit Pistons,108,Los Angeles Lakers,97,1990,0.0,3.0,78.57142857142857,10.0,0.0,66.66666666666667
188,Fri Dec 1 1989,Miami Heat,77,New Jersey Nets,101,1990,4.0,0.0,26.666666666666668,0.0,13.0,23.529411764705884
189,Fri Dec 1 1989,Los Angeles Clippers,90,Phoenix Suns,111,1990,6.0,0.0,50.0,0.0,9.0,30.76923076923077
190,Fri Dec 1 1989,Golden State Warriors,110,Portland Trail Blazers,123,1990,12.0,0.0,80.0,0.0,11.0,21.428571428571427
191,Fri Dec 1 1989,Philadelphia 76ers,90,Washington Bullets,107,1990,8.0,0.0,47.05882352941177,0.0,5.0,61.53846153846154
192,Sat Dec 2 1989,Philadelphia 76ers,92,Atlanta Hawks,100,1990,9.0,0.0,60.0,0.0,6.0,57.142857142857146
193,Sat Dec 2 1989,Minnesota Timberwolves,101,Cleveland Cavaliers,74,1990,0.0,9.0,40.0,4.0,0.0,25.0
194,Sat Dec 2 1989,Portland Trail Blazers,113,Denver Nuggets,146,1990,11.0,0.0,73.33333333333333,0.0,4.0,75.0
195,Sat Dec 2 1989,Milwaukee Bucks,98,Golden State Warriors,101,1990,4.0,0.0,26.666666666666668,0.0,8.0,46.666666666666664
196,Sat Dec 2 1989,Dallas Mavericks,106,Houston Rockets,103,1990,0.0,7.0,56.25,7.0,0.0,50.0
197,Sat Dec 2 1989,Sacramento Kings,84,Los Angeles Clippers,114,1990,5.0,0.0,35.714285714285715,0.0,10.0,28.571428571428573
198,Sat Dec 2 1989,Chicago Bulls,114,Miami Heat,107,1990,0.0,14.0,22.22222222222222,9.0,0.0,60.0
199,Sat Dec 2 1989,New York Knicks,122,Phoenix Suns,112,1990,0.0,7.0,46.15384615384615,10.0,0.0,66.66666666666667
200,Sat Dec 2 1989,Charlotte Hornets,110,San Antonio Spurs,118,1990,9.0,0.0,64.28571428571429,0.0,12.0,20.0
201,Sat Dec 2 1989,Detroit Pistons,95,Seattle SuperSonics,120,1990,9.0,0.0,56.25,0.0,6.0,62.5
202,Sat Dec 2 1989,Utah Jazz,100,Washington Bullets,98,1990,0.0,10.0,44.44444444444444,9.0,0.0,64.28571428571429
203,Sun Dec 3 1989,New York Knicks,104,Los Angeles Lakers,115,1990,12.0,0.0,80.0,0.0,6.0,62.5
204,Mon Dec 4 1989,Portland Trail Blazers,121,Orlando Magic,95,1990,0.0,9.0,43.75,13.0,0.0,76.47058823529412
