,Date,Visitor,AwayPts,Home,HomePts,Season,Home Wins,Home Losses,Home WinPct,Away Wins,Away Losses,Away WinPct
4372,Sun Apr 18 1993,Golden State Warriors,112,Los Angeles Lakers,115,1993,37.0,0.0,47.43589743589744,0.0,46.0,41.02564102564103
4373,Sun Apr 18 1993,Indiana Pacers,108,Milwaukee Bucks,98,1993,0.0,51.0,35.44303797468354,40.0,0.0,51.282051282051285
4374,Sun Apr 18 1993,Boston Celtics,79,Orlando Magic,88,1993,38.0,0.0,48.717948717948715,0.0,34.0,56.962025316455694
4375,Sun Apr 18 1993,Minnesota Timberwolves,79,Philadelphia 76ers,106,1993,25.0,0.0,32.05128205128205,0.0,60.0,23.076923076923077
4376,Sun Apr 18 1993,San Antonio Spurs,101,Portland Trail Blazers,105,1993,49.0,0.0,62.82051282051282,0.0,31.0,60.256410256410255
4377,Mon Apr 19 1993,Houston Rockets,111,Phoenix Suns,97,1993,0.0,19.0,75.9493670886076,54.0,0.0,68.35443037974683
4378,Mon Apr 19 1993,San Antonio Spurs,89,Seattle SuperSonics,96,1993,53.0,0.0,67.0886075949367,0.0,32.0,59.49367088607595
4379,Tue Apr 20 1993,Indiana Pacers,102,Atlanta Hawks,111,1993,41.0,0.0,51.89873417721519,0.0,39.0,50.63291139240506
4380,Tue Apr 20 1993,Philadelphia 76ers,94,Chicago Bulls,123,1993,56.0,0.0,70.88607594936708,0.0,54.0,31.645569620253166
4381,Tue Apr 20 1993,Detroit Pistons,81,Cleveland Cavaliers,105,1993,52.0,0.0,65.82278481012658,0.0,41.0,48.10126582278481
4382,Tue Apr 20 1993,Los Angeles Clippers,107,Dallas Mavericks,98,1993,0.0,70.0,11.39240506329114,40.0,0.0,50.0
4383,Tue Apr 20 1993,New York Knicks,109,Miami Heat,97,1993,0.0,44.0,44.30379746835443,57.0,0.0,72.15189873417721
4384,Tue Apr 20 1993,Los Angeles Lakers,107,Minnesota Timberwolves,95,1993,0.0,61.0,22.78481012658228,38.0,0.0,48.10126582278481
4385,Tue Apr 20 1993,Washington Bullets,86,Orlando Magic,105,1993,39.0,0.0,49.36708860759494,0.0,57.0,27.848101265822784
4386,Tue Apr 20 1993,Golden State Warriors,99,Portland Trail Blazers,115,1993,50.0,0.0,63.29113924050633,0.0,47.0,40.50632911392405
4387,Tue Apr 20 1993,Utah Jazz,92,Sacramento Kings,101,1993,25.0,0.0,31.645569620253166,0.0,34.0,56.962025316455694
4388,Wed Apr 21 1993,Orlando Magic,98,Boston Celtics,126,1993,46.0,0.0,57.5,0.0,41.0,48.75
4389,Wed Apr 21 1993,Milwaukee Bucks,111,Charlotte Hornets,119,1993,42.0,0.0,52.5,0.0,52.0,35.0
4390,Wed Apr 21 1993,Dallas Mavericks,112,Denver Nuggets,137,1993,35.0,0.0,43.75,0.0,71.0,11.25
4391,Wed Apr 21 1993,Sacramento Kings,105,Golden State Warriors,132,1993,33.0,0.0,41.25,0.0,55.0,31.25
4392,Wed Apr 21 1993,Cleveland Cavaliers,111,Indiana Pacers,95,1993,0.0,40.0,50.0,53.0,0.0,66.25
4393,Wed Apr 21 1993,New Jersey Nets,74,New York Knicks,105,1993,58.0,0.0,72.5,0.0,37.0,53.75
4394,Wed Apr 21 1993,Miami Heat,97,Philadelphia 76ers,107,1993,26.0,0.0,32.5,0.0,45.0,43.75
4395,Wed Apr 21 1993,Los Angeles Lakers,102,Utah Jazz,113,1993,46.0,0.0,57.5,0.0,42.0,47.5
4396,Wed Apr 21 1993,Atlanta Hawks,119,Washington Bullets,98,1993,0.0,58.0,27.5,42.0,0.0,52.5
4397,Thu Apr 22 1993,Detroit Pistons,103,Chicago Bulls,109,1993,57.0,0.0,71.25,0.0,42.0,47.5
4398,Thu Apr 22 1993,Minnesota Timberwolves,110,Houston Rockets,112,1993,55.0,0.0,68.75,0.0,62.0,22.5
4399,Thu Apr 22 1993,Seattle SuperSonics,100,Los Angeles Clippers,98,1993,0.0,41.0,49.382716049382715,54.0,0.0,67.5
4400,Thu Apr 22 1993,Phoenix Suns,115,Portland Trail Blazers,114,1993,0.0,30.0,62.5,61.0,0.0,76.25
4401,Thu Apr 22 1993,Denver Nuggets,111,San Antonio Spurs,131,1993,48.0,0.0,60.0,0.0,46.0,43.20987654320987
4402,Fri Apr 23 1993,Milwaukee Bucks,106,Atlanta Hawks,122,1993,43.0,0.0,53.08641975308642,0.0,53.0,34.5679012345679
4403,Fri Apr 23 1993,Cleveland Cavaliers,99,Boston Celtics,107,1993,47.0,0.0,58.02469135802469,0.0,28.0,65.4320987654321
4404,Fri Apr 23 1993,Chicago Bulls,103,Charlotte Hornets,104,1993,43.0,0.0,53.08641975308642,0.0,24.0,70.37037037037037
4405,Fri Apr 23 1993,Minnesota Timberwolves,100,Dallas Mavericks,103,1993,10.0,0.0,12.345679012345679,0.0,63.0,22.22222222222222
4406,Fri Apr 23 1993,Indiana Pacers,104,Detroit Pistons,109,1993,39.0,0.0,48.148148148148145,0.0,41.0,49.382716049382715
4407,Fri Apr 23 1993,Washington Bullets,120,Miami Heat,121,1993,36.0,0.0,44.44444444444444,0.0,59.0,27.160493827160494
4408,Fri Apr 23 1993,Orlando Magic,119,New Jersey Nets,116,1993,0.0,38.0,53.08641975308642,40.0,0.0,49.382716049382715
4409,Fri Apr 23 1993,New York Knicks,99,Philadelphia 76ers,84,1993,0.0,55.0,32.098765432098766,59.0,0.0,72.8395061728395
4410,Fri Apr 23 1993,Portland Trail Blazers,112,Sacramento Kings,108,1993,0.0,56.0,30.864197530864196,51.0,0.0,62.96296296296296
4411,Fri Apr 23 1993,Los Angeles Lakers,93,Seattle SuperSonics,122,1993,55.0,0.0,67.90123456790124,0.0,43.0,46.91358024691358
4412,Fri Apr 23 1993,Golden State Warriors,91,Utah Jazz,105,1993,47.0,0.0,58.02469135802469,0.0,48.0,40.74074074074074
4413,Sat Apr 24 1993,Dallas Mavericks,128,Houston Rockets,123,1993,0.0,26.0,67.90123456790124,11.0,0.0,13.414634146341463
4414,Sat Apr 24 1993,Miami Heat,88,Indiana Pacers,94,1993,41.0,0.0,50.0,0.0,46.0,43.90243902439025
4415,Sat Apr 24 1993,Sacramento Kings,107,Los Angeles Lakers,125,1993,39.0,0.0,47.5609756097561,0.0,57.0,30.48780487804878
4416,Sat Apr 24 1993,Charlotte Hornets,108,Milwaukee Bucks,106,1993,0.0,54.0,34.146341463414636,44.0,0.0,53.65853658536585
4417,Sat Apr 24 1993,Atlanta Hawks,85,Orlando Magic,104,1993,41.0,0.0,50.0,0.0,39.0,52.4390243902439
4418,Sat Apr 24 1993,San Antonio Spurs,97,Phoenix Suns,99,1993,62.0,0.0,76.54320987654322,0.0,33.0,59.25925925925926
4419,Sun Apr 25 1993,Philadelphia 76ers,103,Cleveland Cavaliers,107,1993,54.0,0.0,65.85365853658537,0.0,56.0,31.70731707317073
4420,Sun Apr 25 1993,Phoenix Suns,118,Denver Nuggets,120,1993,36.0,0.0,43.90243902439025,0.0,20.0,75.60975609756098
4421,Sun Apr 25 1993,New Jersey Nets,110,Detroit Pistons,116,1993,40.0,0.0,48.78048780487805,0.0,39.0,52.4390243902439
4422,Sun Apr 25 1993,Seattle SuperSonics,109,Golden State Warriors,119,1993,34.0,0.0,41.46341463414634,0.0,27.0,67.07317073170732
4423,Sun Apr 25 1993,Portland Trail Blazers,112,Los Angeles Clippers,123,1993,41.0,0.0,50.0,0.0,31.0,62.19512195121951
4424,Sun Apr 25 1993,Utah Jazz,111,Minnesota Timberwolves,113,1993,19.0,0.0,23.170731707317074,0.0,35.0,57.31707317073171
4425,Sun Apr 25 1993,Chicago Bulls,84,New York Knicks,89,1993,60.0,0.0,73.17073170731707,0.0,25.0,69.51219512195122
4426,Sun Apr 25 1993,Houston Rockets,117,San Antonio Spurs,119,1993,49.0,0.0,59.75609756097561,0.0,27.0,67.07317073170732
4427,Sun Apr 25 1993,Boston Celtics,106,Washington Bullets,94,1993,0.0,60.0,26.829268292682926,48.0,0.0,58.53658536585366
4428,Fri Nov 5 1993,Indiana Pacers,110,Atlanta Hawks,116,1994,1.0,0.0,100.0,0.0,1.0,0.0
4429,Fri Nov 5 1993,New York Knicks,111,Boston Celtics,108,1994,0.0,1.0,0.0,1.0,0.0,100.0
4430,Fri Nov 5 1993,Chicago Bulls,124,Charlotte Hornets,123,1994,0.0,1.0,0.0,1.0,0.0,100.0
4431,Fri Nov 5 1993,Milwaukee Bucks,94,Cleveland Cavaliers,91,1994,0.0,1.0,0.0,1.0,0.0,100.0
4432,Fri Nov 5 1993,Minnesota Timberwolves,99,Detroit Pistons,104,1994,1.0,0.0,100.0,0.0,1.0,0.0
4433,Fri Nov 5 1993,New Jersey Nets,88,Houston Rockets,110,1994,1.0,0.0,100.0,0.0,1.0,0.0
4434,Fri Nov 5 1993,Portland Trail Blazers,95,Los Angeles Clippers,97,1994,1.0,0.0,100.0,0.0,1.0,0.0
4435,Fri Nov 5 1993,Phoenix Suns,108,Los Angeles Lakers,116,1994,1.0,0.0,100.0,0.0,1.0,0.0
4436,Fri Nov 5 1993,Orlando Magic,116,Miami Heat,96,1994,0.0,1.0,0.0,1.0,0.0,100.0
4437,Fri Nov 5 1993,Washington Bullets,82,Philadelphia 76ers,94,1994,1.0,0.0,100.0,0.0,1.0,0.0
4438,Fri Nov 5 1993,Denver Nuggets,100,Sacramento Kings,109,1994,1.0,0.0,100.0,0.0,1.0,0.0
4439,Fri Nov 5 1993,Golden State Warriors,85,San Antonio Spurs,91,1994,1.0,0.0,100.0,0.0,1.0,0.0
4440,Fri Nov 5 1993,Dallas Mavericks,86,Utah Jazz,102,1994,1.0,0.0,100.0,0.0,1.0,0.0
4441,Sat Nov 6 1993,Miami Heat,95,Chicago Bulls,71,1994,0.0,1.0,50.0,1.0,0.0,50.0
4442,Sat Nov 6 1993,Golden State Warriors,93,Dallas Mavericks,89,1994,0.0,2.0,0.0,1.0,0.0,50.0
4443,Sat Nov 6 1993,Detroit Pistons,113,Indiana Pacers,107,1994,0.0,2.0,0.0,2.0,0.0,100.0
4444,Sat Nov 6 1993,Charlotte Hornets,120,Milwaukee Bucks,103,1994,0.0,1.0,50.0,1.0,0.0,50.0
4445,Sat Nov 6 1993,Utah Jazz,105,Minnesota Timberwolves,95,1994,0.0,2.0,0.0,2.0,0.0,100.0
4446,Sat Nov 6 1993,Philadelphia 76ers,89,Orlando Magic,114,1994,2.0,0.0,100.0,0.0,1.0,50.0
4447,Sat Nov 6 1993,Los Angeles Lakers,101,Seattle SuperSonics,129,1994,1.0,0.0,100.0,0.0,1.0,50.0
4448,Sat Nov 6 1993,Boston Celtics,100,Washington Bullets,88,1994,0.0,2.0,0.0,1.0,0.0,50.0
4449,Sun Nov 7 1993,New York Knicks,115,Cleveland Cavaliers,107,1994,0.0,2.0,0.0,2.0,0.0,100.0
4450,Sun Nov 7 1993,Los Angeles Clippers,97,Denver Nuggets,99,1994,1.0,0.0,50.0,0.0,1.0,50.0
4451,Sun Nov 7 1993,Sacramento Kings,110,Phoenix Suns,132,1994,1.0,0.0,50.0,0.0,1.0,50.0
4452,Sun Nov 7 1993,Houston Rockets,106,Portland Trail Blazers,92,1994,0.0,2.0,0.0,2.0,0.0,100.0
4453,Sun Nov 7 1993,New Jersey Nets,99,San Antonio Spurs,73,1994,0.0,1.0,50.0,1.0,0.0,50.0
4454,Mon Nov 8 1993,Milwaukee Bucks,100,Boston Celtics,108,1994,2.0,0.0,66.66666666666667,0.0,2.0,33.333333333333336
4455,Mon Nov 8 1993,Atlanta Hawks,80,Chicago Bulls,106,1994,2.0,0.0,66.66666666666667,0.0,1.0,50.0
4456,Mon Nov 8 1993,Seattle SuperSonics,101,Utah Jazz,100,1994,0.0,1.0,66.66666666666667,2.0,0.0,100.0
4457,Tue Nov 9 1993,Charlotte Hornets,108,Cleveland Cavaliers,113,1994,1.0,0.0,33.333333333333336,0.0,2.0,33.333333333333336
4458,Tue Nov 9 1993,New Jersey Nets,86,Dallas Mavericks,80,1994,0.0,3.0,0.0,2.0,0.0,66.66666666666667
4459,Tue Nov 9 1993,Washington Bullets,118,Detroit Pistons,112,1994,0.0,1.0,66.66666666666667,1.0,0.0,33.333333333333336
4460,Tue Nov 9 1993,Houston Rockets,102,Golden State Warriors,93,1994,0.0,2.0,33.333333333333336,3.0,0.0,100.0
4461,Tue Nov 9 1993,Phoenix Suns,114,Los Angeles Clippers,99,1994,0.0,2.0,33.333333333333336,2.0,0.0,66.66666666666667
4462,Tue Nov 9 1993,Portland Trail Blazers,109,Los Angeles Lakers,102,1994,0.0,2.0,33.333333333333336,1.0,0.0,33.333333333333336
4463,Tue Nov 9 1993,Philadelphia 76ers,86,New York Knicks,95,1994,3.0,0.0,100.0,0.0,2.0,33.333333333333336
4464,Tue Nov 9 1993,Indiana Pacers,98,Orlando Magic,104,1994,3.0,0.0,100.0,0.0,3.0,0.0
4465,Tue Nov 9 1993,Minnesota Timberwolves,95,San Antonio Spurs,110,1994,2.0,0.0,66.66666666666667,0.0,3.0,0.0
4466,Tue Nov 9 1993,Denver Nuggets,86,Seattle SuperSonics,118,1994,3.0,0.0,100.0,0.0,2.0,33.333333333333336
4467,Wed Nov 10 1993,Chicago Bulls,91,Milwaukee Bucks,90,1994,0.0,3.0,25.0,3.0,0.0,75.0
4468,Wed Nov 10 1993,Boston Celtics,91,Philadelphia 76ers,89,1994,0.0,3.0,25.0,3.0,0.0,75.0
4469,Wed Nov 10 1993,San Antonio Spurs,93,Phoenix Suns,101,1994,3.0,0.0,75.0,0.0,2.0,50.0
4470,Wed Nov 10 1993,Los Angeles Lakers,101,Sacramento Kings,112,1994,2.0,0.0,66.66666666666667,0.0,3.0,25.0
4471,Wed Nov 10 1993,Atlanta Hawks,88,Utah Jazz,91,1994,3.0,0.0,75.0,0.0,2.0,33.333333333333336
4472,Wed Nov 10 1993,New York Knicks,92,Washington Bullets,84,1994,0.0,3.0,25.0,4.0,0.0,100.0
4473,Thu Nov 11 1993,Orlando Magic,87,Charlotte Hornets,120,1994,2.0,0.0,50.0,0.0,1.0,75.0
4474,Thu Nov 11 1993,Minnesota Timberwolves,99,Houston Rockets,107,1994,4.0,0.0,100.0,0.0,4.0,0.0
4475,Thu Nov 11 1993,Detroit Pistons,99,Los Angeles Clippers,111,1994,2.0,0.0,50.0,0.0,2.0,50.0
4476,Thu Nov 11 1993,Milwaukee Bucks,103,Miami Heat,116,1994,2.0,0.0,66.66666666666667,0.0,4.0,20.0
4477,Thu Nov 11 1993,Indiana Pacers,108,New Jersey Nets,105,1994,0.0,2.0,50.0,1.0,0.0,25.0
4478,Thu Nov 11 1993,Cleveland Cavaliers,102,Seattle SuperSonics,115,1994,4.0,0.0,100.0,0.0,3.0,25.0
4479,Fri Nov 12 1993,Charlotte Hornets,110,Boston Celtics,107,1994,0.0,2.0,60.0,3.0,0.0,60.0
4480,Fri Nov 12 1993,Cleveland Cavaliers,102,Golden State Warriors,93,1994,0.0,3.0,25.0,2.0,0.0,40.0
4481,Fri Nov 12 1993,New York Knicks,103,Indiana Pacers,84,1994,0.0,4.0,20.0,5.0,0.0,100.0
4482,Fri Nov 12 1993,Denver Nuggets,113,Los Angeles Lakers,84,1994,0.0,4.0,20.0,2.0,0.0,50.0
4483,Fri Nov 12 1993,Dallas Mavericks,115,Minnesota Timberwolves,99,1994,0.0,5.0,0.0,1.0,0.0,25.0
4484,Fri Nov 12 1993,Miami Heat,115,Orlando Magic,100,1994,0.0,2.0,60.0,3.0,0.0,75.0
4485,Fri Nov 12 1993,Atlanta Hawks,84,Portland Trail Blazers,94,1994,2.0,0.0,50.0,0.0,3.0,25.0
4486,Fri Nov 12 1993,San Antonio Spurs,91,Sacramento Kings,93,1994,3.0,0.0,75.0,0.0,3.0,40.0
4487,Fri Nov 12 1993,Detroit Pistons,89,Utah Jazz,109,1994,4.0,0.0,80.0,0.0,3.0,40.0
4488,Fri Nov 12 1993,Philadelphia 76ers,93,Washington Bullets,105,1994,2.0,0.0,40.0,0.0,4.0,20.0
4489,Sat Nov 13 1993,Boston Celtics,98,Chicago Bulls,97,1994,0.0,2.0,60.0,4.0,0.0,66.66666666666667
4490,Sat Nov 13 1993,Utah Jazz,101,Dallas Mavericks,100,1994,0.0,4.0,20.0,5.0,0.0,83.33333333333333
4491,Sat Nov 13 1993,Golden State Warriors,106,Denver Nuggets,98,1994,0.0,3.0,40.0,2.0,0.0,40.0
4492,Sat Nov 13 1993,Phoenix Suns,95,Houston Rockets,99,1994,5.0,0.0,100.0,0.0,2.0,60.0
4493,Sat Nov 13 1993,San Antonio Spurs,90,Los Angeles Clippers,92,1994,3.0,0.0,60.0,0.0,4.0,33.333333333333336
4494,Sat Nov 13 1993,Philadelphia 76ers,98,New Jersey Nets,97,1994,0.0,3.0,40.0,2.0,0.0,33.333333333333336
4495,Sat Nov 13 1993,Milwaukee Bucks,86,New York Knicks,99,1994,6.0,0.0,100.0,0.0,5.0,16.666666666666668
4496,Sat Nov 13 1993,Atlanta Hawks,89,Seattle SuperSonics,97,1994,5.0,0.0,100.0,0.0,4.0,20.0
4497,Sun Nov 14 1993,Cleveland Cavaliers,100,Los Angeles Lakers,107,1994,2.0,0.0,33.333333333333336,0.0,4.0,33.333333333333336
4498,Sun Nov 14 1993,Sacramento Kings,102,New Jersey Nets,132,1994,3.0,0.0,50.0,0.0,2.0,60.0
4499,Sun Nov 14 1993,Detroit Pistons,111,Portland Trail Blazers,114,1994,3.0,0.0,60.0,0.0,4.0,33.333333333333336
4500,Mon Nov 15 1993,Houston Rockets,88,Philadelphia 76ers,84,1994,0.0,5.0,28.571428571428573,6.0,0.0,100.0
4501,Tue Nov 16 1993,Sacramento Kings,95,Atlanta Hawks,118,1994,2.0,0.0,33.333333333333336,0.0,3.0,50.0
4502,Tue Nov 16 1993,New York Knicks,103,Dallas Mavericks,90,1994,0.0,5.0,16.666666666666668,7.0,0.0,100.0
4503,Tue Nov 16 1993,San Antonio Spurs,86,Denver Nuggets,74,1994,0.0,4.0,33.333333333333336,3.0,0.0,42.857142857142854
4504,Tue Nov 16 1993,Phoenix Suns,116,Golden State Warriors,104,1994,0.0,4.0,33.333333333333336,4.0,0.0,66.66666666666667
4505,Tue Nov 16 1993,Charlotte Hornets,102,Indiana Pacers,93,1994,0.0,5.0,16.666666666666668,4.0,0.0,66.66666666666667
4506,Tue Nov 16 1993,Los Angeles Clippers,114,Los Angeles Lakers,116,1994,3.0,0.0,42.857142857142854,0.0,3.0,50.0
4507,Tue Nov 16 1993,Minnesota Timberwolves,102,Milwaukee Bucks,98,1994,0.0,6.0,14.285714285714286,1.0,0.0,16.666666666666668
4508,Tue Nov 16 1993,Houston Rockets,90,New Jersey Nets,84,1994,0.0,4.0,42.857142857142854,7.0,0.0,100.0
4509,Tue Nov 16 1993,Utah Jazz,96,Orlando Magic,114,1994,4.0,0.0,66.66666666666667,0.0,2.0,71.42857142857143
4510,Tue Nov 16 1993,Cleveland Cavaliers,101,Portland Trail Blazers,96,1994,0.0,3.0,50.0,3.0,0.0,42.857142857142854
4511,Tue Nov 16 1993,Chicago Bulls,94,Seattle SuperSonics,95,1994,6.0,0.0,100.0,0.0,3.0,50.0
4512,Wed Nov 17 1993,New Jersey Nets,100,Boston Celtics,105,1994,5.0,0.0,71.42857142857143,0.0,5.0,37.5
4513,Wed Nov 17 1993,Sacramento Kings,113,Charlotte Hornets,130,1994,5.0,0.0,71.42857142857143,0.0,4.0,42.857142857142854
4514,Wed Nov 17 1993,Orlando Magic,92,Detroit Pistons,98,1994,3.0,0.0,42.857142857142854,0.0,3.0,57.142857142857146
4515,Wed Nov 17 1993,Utah Jazz,115,Miami Heat,111,1994,0.0,2.0,60.0,6.0,0.0,75.0
4516,Wed Nov 17 1993,Atlanta Hawks,92,Philadelphia 76ers,90,1994,0.0,6.0,25.0,3.0,0.0,42.857142857142854
4517,Wed Nov 17 1993,New York Knicks,90,San Antonio Spurs,95,1994,4.0,0.0,50.0,0.0,1.0,87.5
4518,Wed Nov 17 1993,Milwaukee Bucks,104,Washington Bullets,117,1994,3.0,0.0,50.0,0.0,7.0,12.5
4519,Thu Nov 18 1993,Cleveland Cavaliers,93,Denver Nuggets,100,1994,3.0,0.0,42.857142857142854,0.0,5.0,37.5
4520,Thu Nov 18 1993,Los Angeles Lakers,76,Golden State Warriors,103,1994,3.0,0.0,42.857142857142854,0.0,5.0,37.5
4521,Thu Nov 18 1993,Houston Rockets,99,Indiana Pacers,83,1994,0.0,6.0,14.285714285714286,8.0,0.0,100.0
4522,Thu Nov 18 1993,Dallas Mavericks,84,Los Angeles Clippers,88,1994,4.0,0.0,57.142857142857146,0.0,6.0,14.285714285714286
4523,Thu Nov 18 1993,Chicago Bulls,98,Portland Trail Blazers,120,1994,4.0,0.0,57.142857142857146,0.0,4.0,42.857142857142854
4524,Fri Nov 19 1993,Orlando Magic,106,Boston Celtics,115,1994,6.0,0.0,75.0,0.0,4.0,50.0
4525,Fri Nov 19 1993,Washington Bullets,111,Charlotte Hornets,127,1994,6.0,0.0,75.0,0.0,4.0,42.857142857142854
4526,Fri Nov 19 1993,San Antonio Spurs,86,Detroit Pistons,95,1994,4.0,0.0,50.0,0.0,5.0,44.44444444444444
4527,Fri Nov 19 1993,Chicago Bulls,88,Los Angeles Lakers,86,1994,0.0,6.0,33.333333333333336,4.0,0.0,50.0
4528,Fri Nov 19 1993,Atlanta Hawks,95,Miami Heat,92,1994,0.0,3.0,50.0,4.0,0.0,50.0
4529,Fri Nov 19 1993,Sacramento Kings,108,Minnesota Timberwolves,113,1994,2.0,0.0,28.571428571428573,0.0,5.0,37.5
4530,Fri Nov 19 1993,Utah Jazz,115,Philadelphia 76ers,124,1994,3.0,0.0,33.333333333333336,0.0,3.0,66.66666666666667
4531,Fri Nov 19 1993,Portland Trail Blazers,109,Phoenix Suns,118,1994,5.0,0.0,71.42857142857143,0.0,4.0,50.0
4532,Fri Nov 19 1993,Dallas Mavericks,87,Seattle SuperSonics,116,1994,7.0,0.0,100.0,0.0,7.0,12.5
4533,Sat Nov 20 1993,Charlotte Hornets,91,Atlanta Hawks,96,1994,5.0,0.0,55.55555555555556,0.0,3.0,66.66666666666667
4534,Sat Nov 20 1993,Seattle SuperSonics,112,Golden State Warriors,97,1994,0.0,5.0,37.5,8.0,0.0,100.0
4535,Sat Nov 20 1993,Los Angeles Clippers,86,Houston Rockets,108,1994,9.0,0.0,100.0,0.0,4.0,50.0
4536,Sat Nov 20 1993,Boston Celtics,94,Indiana Pacers,100,1994,2.0,0.0,25.0,0.0,3.0,66.66666666666667
4537,Sat Nov 20 1993,San Antonio Spurs,101,Milwaukee Bucks,97,1994,0.0,8.0,11.11111111111111,5.0,0.0,50.0
4538,Sat Nov 20 1993,Denver Nuggets,90,Minnesota Timberwolves,89,1994,0.0,6.0,25.0,4.0,0.0,50.0
4539,Sat Nov 20 1993,Orlando Magic,87,New Jersey Nets,85,1994,0.0,6.0,33.333333333333336,5.0,0.0,55.55555555555556
4540,Sat Nov 20 1993,Utah Jazz,86,New York Knicks,72,1994,0.0,2.0,77.77777777777777,7.0,0.0,70.0
4541,Sat Nov 20 1993,Cleveland Cavaliers,96,Phoenix Suns,112,1994,6.0,0.0,75.0,0.0,6.0,33.333333333333336
4542,Sat Nov 20 1993,Miami Heat,102,Washington Bullets,104,1994,4.0,0.0,50.0,0.0,4.0,42.857142857142854
4543,Sun Nov 21 1993,Philadelphia 76ers,89,Detroit Pistons,103,1994,5.0,0.0,55.55555555555556,0.0,7.0,30.0
4544,Sun Nov 21 1993,Los Angeles Lakers,102,New Jersey Nets,105,1994,4.0,0.0,40.0,0.0,7.0,30.0
4545,Sun Nov 21 1993,Dallas Mavericks,90,Portland Trail Blazers,103,1994,5.0,0.0,55.55555555555556,0.0,8.0,11.11111111111111
4546,Sun Nov 21 1993,Chicago Bulls,101,Sacramento Kings,103,1994,4.0,0.0,44.44444444444444,0.0,5.0,44.44444444444444
4547,Mon Nov 22 1993,Indiana Pacers,102,Boston Celtics,71,1994,0.0,4.0,60.0,3.0,0.0,33.333333333333336
4548,Mon Nov 22 1993,Miami Heat,87,New York Knicks,119,1994,8.0,0.0,80.0,0.0,5.0,37.5
4549,Mon Nov 22 1993,Los Angeles Clippers,98,San Antonio Spurs,110,1994,6.0,0.0,54.54545454545455,0.0,5.0,44.44444444444444
4550,Tue Nov 23 1993,Los Angeles Lakers,94,Atlanta Hawks,103,1994,6.0,0.0,60.0,0.0,8.0,27.272727272727273
4551,Tue Nov 23 1993,Los Angeles Clippers,105,Dallas Mavericks,98,1994,0.0,9.0,10.0,5.0,0.0,50.0
4552,Tue Nov 23 1993,Chicago Bulls,93,Houston Rockets,100,1994,10.0,0.0,100.0,0.0,6.0,40.0
4553,Tue Nov 23 1993,Golden State Warriors,107,Orlando Magic,120,1994,6.0,0.0,60.0,0.0,6.0,33.333333333333336
4554,Tue Nov 23 1993,Denver Nuggets,94,Portland Trail Blazers,109,1994,6.0,0.0,60.0,0.0,5.0,44.44444444444444
4555,Tue Nov 23 1993,Charlotte Hornets,98,Washington Bullets,118,1994,5.0,0.0,55.55555555555556,0.0,4.0,60.0
4556,Wed Nov 24 1993,Los Angeles Lakers,124,Charlotte Hornets,141,1994,7.0,0.0,63.63636363636363,0.0,9.0,25.0
4557,Wed Nov 24 1993,Washington Bullets,107,Cleveland Cavaliers,113,1994,4.0,0.0,40.0,0.0,5.0,50.0
4558,Wed Nov 24 1993,Boston Celtics,118,Detroit Pistons,103,1994,0.0,5.0,50.0,7.0,0.0,63.63636363636363
4559,Wed Nov 24 1993,Philadelphia 76ers,108,Indiana Pacers,97,1994,0.0,7.0,30.0,4.0,0.0,36.36363636363637
4560,Wed Nov 24 1993,Golden State Warriors,108,Miami Heat,102,1994,0.0,6.0,33.333333333333336,4.0,0.0,40.0
4561,Wed Nov 24 1993,Atlanta Hawks,89,Milwaukee Bucks,85,1994,0.0,9.0,10.0,7.0,0.0,63.63636363636363
4562,Wed Nov 24 1993,New Jersey Nets,106,Minnesota Timberwolves,107,1994,3.0,0.0,33.333333333333336,0.0,7.0,36.36363636363637
4563,Wed Nov 24 1993,Denver Nuggets,97,Phoenix Suns,130,1994,7.0,0.0,77.77777777777777,0.0,6.0,40.0
4564,Wed Nov 24 1993,Seattle SuperSonics,120,Sacramento Kings,93,1994,0.0,6.0,40.0,9.0,0.0,100.0
4565,Wed Nov 24 1993,Chicago Bulls,84,San Antonio Spurs,109,1994,7.0,0.0,58.333333333333336,0.0,7.0,36.36363636363637
4566,Wed Nov 24 1993,Houston Rockets,95,Utah Jazz,93,1994,0.0,4.0,63.63636363636363,11.0,0.0,100.0
4567,Fri Nov 26 1993,Washington Bullets,108,Atlanta Hawks,124,1994,8.0,0.0,66.66666666666667,0.0,6.0,45.45454545454545
4568,Fri Nov 26 1993,Miami Heat,101,Boston Celtics,93,1994,0.0,5.0,58.333333333333336,4.0,0.0,40.0
4569,Fri Nov 26 1993,Milwaukee Bucks,99,Charlotte Hornets,110,1994,8.0,0.0,66.66666666666667,0.0,10.0,9.090909090909092
4570,Fri Nov 26 1993,Chicago Bulls,108,Dallas Mavericks,85,1994,0.0,10.0,9.090909090909092,5.0,0.0,41.666666666666664
4571,Fri Nov 26 1993,Portland Trail Blazers,101,Denver Nuggets,112,1994,5.0,0.0,45.45454545454545,0.0,5.0,54.54545454545455
4572,Fri Nov 26 1993,Los Angeles Lakers,102,Indiana Pacers,100,1994,0.0,8.0,27.272727272727273,4.0,0.0,30.76923076923077
4573,Fri Nov 26 1993,Seattle SuperSonics,110,Minnesota Timberwolves,92,1994,0.0,7.0,30.0,10.0,0.0,100.0
